ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	group
GO:0000785	GO:0000785	chromatin	238/1984	476/7473	1.17824811518825e-29	6.63353688850985e-27	5.4447465533436e-27	PRDM10/HMGXB4/SRPK1/CHD8/ACTR5/RNF40/CHD6/SUZ12/KAT6B/STAG1/HPF1/ANKRD17/YY1/SAP130/HDAC2/BAZ1B/BICRA/KAT6A/ARID1A/RFX3/MBTD1/MAGED1/ARID2/ACTR8/SIN3A/TELO2/KDM1A/RFX1/EXOSC5/SET/POU3F2/EPC2/CBX3/CREB1/MTA2/KDM4A/RCC1/PAF1/LRWD1/MBD3/AHCTF1/UHRF2/EXOSC4/SMARCA5/RPA2/USP3/PPP4R2/EBF2/MPHOSPH8/SHPRH/PDS5A/SMARCD1/HIRA/H1-2/PPP1R10/ACTR6/MAU2/BRD4/TCF3/SP4/MRGBP/SF3B1/DPF2/RB1/EIF3E/INO80/NIPBL/RCOR2/SSRP1/BBX/SMCR8/TMPO/SMC3/DEK/BRD2/TTI1/RRP1B/NCOR2/CHD4/TOX4/NR6A1/HSF1/WDR43/TSPYL1/THAP11/BRD8/ASF1A/SUPT16H/BPTF/ING3/NSD1/CFDP1/USF2/NFRKB/EXOSC10/MEAF6/TRIM24/SUV39H2/CTR9/SMARCA1/POU2F1/SUDS3/ORC3/TSPYL5/RSF1/CENPC/ICE2/CREBBP/KDM3B/NR2C1/TAF4/SUPT6H/NAP1L1/WAPL/IPO4/INO80C/MSH6/SIRT1/INO80E/TTI2/UXT/BAZ2A/CHD1/SETD5/SMARCD2/GATAD2A/ING2/ACTL6A/EZH2/TBP/DNMT1/TASOR/BRD9/RBBP4/EHMT2/CHAF1A/RBPJ/STAT2/ANP32E/STAT1/RAD21/MYBBP1A/KDM3A/BAZ1A/CHD7/SP2/CBX1/AEBP2/ORC5/H1-3/MGA/IRF3/PBXIP1/EXOSC3/RBBP7/ORC2/NCAPD3/HMGA1/HDAC1/HMGN5/PBX2/DDX21/RFX7/TCF12/ZHX2/MORF4L1/TCF4/BEND3/VPS72/UHRF1/NFKB2/HMGB2/SIX4/MEF2D/PCNA/SMC2/ZNF580/NFYB/MTA3/POLE3/FOXJ2/SRF/GABPA/BCL7C/STAG2/SALL1/CBX2/SMARCC1/OBI1/SREBF1/KIF22/DNMT3A/TEAD1/ELF2/SOX12/HMGN4/CECR2/NOP53/FOXO4/MCM7/RIF1/DSCC1/TAF5/SINHCAF/NFATC4/NUFIP1/BRMS1/ATF6B/HAT1/CHMP2A/TIMELESS/ZBTB33/ZBED1/HELLS/CDK4/RBL1/ESCO2/MCM2/POLA1/PLK1/NASP/FANCA/OIP5/ASF1B/RAD51AP1/FOXP4/LOXL2/SALL4/KLF16/CEBPB/ADNP2/SIRT7/KLF3/ZC3H8/ZBTB34/SOX9/ARNT/FOXJ3	238	go_cc
GO:0000228	GO:0000228	nuclear chromosome	88/1984	132/7473	2.73475197336967e-22	7.69832680503563e-20	6.31871640162783e-20	ACTR5/REPIN1/YY1/SAP130/HDAC2/BAZ1B/ACTR8/SIN3A/RCC1/LRWD1/SMARCA5/RPA2/ACTR6/BRD4/SETX/TOP1/INO80/SMC3/BRD8/ING3/SMC1A/CFDP1/NFRKB/SMARCAL1/TRIM24/NOL6/SUDS3/LRIF1/ORC3/ORC4/HUS1/EXOSC9/POLE/WAPL/INO80C/INO80E/CHD1/POLD3/ING2/TONSL/ACTL6A/IK/RPA1/PINX1/RBBP4/ORC1/ANP32E/NIFK/RPA3/RAD21/BAZ1A/RRS1/ORC5/ORC2/HDAC1/BRCA2/MORF4L1/POLD1/PCNA/SMC2/POLD2/POLE3/HSPA2/STAG2/TOPBP1/GINS1/BLM/MCM7/POLA2/SINHCAF/NCAPD2/MCM3/NUFIP1/MCM4/BRMS1/TIMELESS/MCM5/MCM2/POLA1/PLK1/WDHD1/TOP2A/MCM6/ORC6/PRIM1/PRIM2/SIRT7/GINS3	88	go_cc
GO:0098687	GO:0098687	chromosomal region	138/1984	255/7473	2.07973237857651e-21	3.90296443046192e-19	3.20351759366698e-19	SMG6/SPAG5/NUP85/STAG1/ZW10/NUP133/POLR2B/HDAC2/NUP98/TFIP11/SIN3A/TELO2/KDM1A/ZBTB48/PHF6/CBX3/THOC2/RANGAP1/SMC6/KAT7/MTA2/KDM4A/LRWD1/AHCTF1/PPP1R12A/UHRF2/RPA2/PDS5A/PPP1R10/NUP43/CTCF/SETX/SMC5/NUP107/MRE11/THOC1/SMC3/TPR/CHD4/TOX4/SEH1L/HSF1/NUP37/SMC1A/NAT10/NSMCE2/CFDP1/ALYREF/MEAF6/SUV39H2/LRIF1/ORC3/THOC3/KANSL1/NHP2/THOC6/CENPC/ORC4/ZBTB10/CTC1/CDC73/WAPL/FEN1/PARP1/THOC7/ATM/SPDL1/EZH2/DNMT1/KAT8/RPA1/PINX1/ATR/RBBP4/ORC1/RAD21/CBX1/ORC5/MSH2/NGDN/RBBP7/ORC2/NCAPD3/BRCA2/WRAP53/ERCC6L/POLD1/SIRT6/PCNA/BUB1B/SPOUT1/STAG2/SMC4/DSN1/RCC2/CDK2/KIF22/DNMT3A/CCNB1/SGO1/CENPU/BLM/MCM7/RIF1/DSCC1/WRN/NCAPD2/ZNF330/PPP2R5A/CDCA8/MCM3/MCM4/NSL1/HAT1/AURKB/CHMP2A/MCM5/HELLS/MIS18BP1/CDK1/ESCO2/MCM2/PLK1/NCAPG/CHEK2/MAD2L1/TOP2A/MCM6/ZWILCH/OIP5/CENPQ/RAD51AP1/KIF2C/SPC25/CEBPB/PURA/NDC80/XRCC3	138	go_cc
GO:0030684	GO:0030684	preribosome	56/1984	71/7473	3.43569030149986e-20	4.83573409936105e-18	3.96912642725905e-18	FBL/FCF1/NOP9/RIOK1/RSL1D1/RRP1B/UTP11/TBL3/PDCD11/RRP1/IMP3/IMP4/NOL6/WDR36/BOP1/MRTO4/BMS1/HEATR1/MAK16/NOC2L/NOL10/UTP20/NOC4L/UTP23/WDR12/EMG1/UTP6/NSA2/DCAF13/UTP4/MDN1/FTSJ3/PES1/RRS1/RRP9/MPHOSPH10/RPF1/NGDN/TSR1/EBNA1BP2/NIP7/SRFBP1/NOP14/WDR46/UTP18/WDR3/BYSL/UTP14A/UTP3/RRP7A/WDR74/NOB1/RRP15/ZNF622/RIOK2/KRI1	56	go_cc
GO:0005681	GO:0005681	spliceosomal complex	91/1984	167/7473	9.90612744072856e-15	1.0065251696575e-12	8.26146675665407e-13	SNRNP200/CTNNBL1/DNAJC17/CACTIN/PHF5A/RNF113A/AAR2/PRPF40A/PPIL2/LUC7L2/PRPF38B/DHX16/SNRPE/TFIP11/SNRPA/XAB2/SART1/CDC5L/SF3B3/PRPF3/ISY1/SF3B2/USP39/RBM22/SLU7/SNRPA1/SRRM2/SNW1/SF1/PRPF4/SF3A1/IVNS1ABP/HNRNPH3/SF3A2/AQR/WBP11/SF3B1/RBM17/PLRG1/PRPF38A/SNRNP35/SRSF2/HNRNPA1/SNIP1/CASC3/SMNDC1/MFAP1/SUGP1/HTATSF1/BUD13/YBX1/RBM3/DHX8/SNRPD2/ALYREF/MTREX/DHX38/CWC25/SNRPD3/PPWD1/SNRPB2/SNRPC/CWC22/CLNS1A/RBM28/HNRNPF/ZCCHC8/IK/AKAP17A/CDC40/GPKOW/CCDC12/SF3B4/GCFC2/C9orf78/FRG1/NCL/GEMIN2/TTF2/CWC27/YJU2/CWF19L1/SYF2/SNRPF/SF3A3/WBP4/CWF19L2/PPIE/DDX39B/LSM8/ZMAT5	91	go_cc
GO:0000781	GO:0000781	chromosome, telomeric region	68/1984	111/7473	1.07267336020338e-14	1.0065251696575e-12	8.26146675665407e-13	SMG6/POLR2B/HDAC2/TFIP11/TELO2/KDM1A/ZBTB48/CBX3/THOC2/SMC6/MTA2/LRWD1/RPA2/PPP1R10/SETX/SMC5/MRE11/THOC1/CHD4/TOX4/NAT10/NSMCE2/ALYREF/LRIF1/ORC3/THOC3/NHP2/THOC6/ORC4/ZBTB10/CTC1/CDC73/FEN1/PARP1/THOC7/ATM/EZH2/RPA1/PINX1/ATR/RBBP4/ORC1/CBX1/ORC5/MSH2/RBBP7/ORC2/BRCA2/WRAP53/POLD1/SIRT6/PCNA/CDK2/BLM/MCM7/RIF1/WRN/MCM3/MCM4/HAT1/MCM5/CDK1/MCM2/CHEK2/MCM6/RAD51AP1/PURA/XRCC3	68	go_cc
GO:0030686	GO:0030686	90S preribosome	24/1984	24/7473	1.35681659702717e-14	1.09126820589471e-12	8.95702986608911e-13	NOP9/RSL1D1/TBL3/IMP3/IMP4/NOL6/WDR36/BOP1/BMS1/HEATR1/NOC2L/UTP20/NOC4L/WDR12/UTP6/UTP4/PES1/MPHOSPH10/SRFBP1/NOP14/UTP18/WDR3/RRP7A/KRI1	24	go_cc
GO:0016607	GO:0016607	nuclear speck	133/1984	288/7473	2.32629353778092e-13	1.63712907721332e-11	1.34374060932345e-11	SRPK1/CACTIN/PSME4/PHF5A/RFXAP/CBLL1/PATL1/RNF113A/PRPF40A/SAP130/LUC7L2/GTF2H4/KAT6A/CNOT7/DDX39A/PQBP1/TFIP11/RNF34/SART1/CDC5L/SON/ERBIN/RBM25/PIAS1/ASCC1/PIAS2/VIRMA/PRPF3/YTHDC1/ZC3H18/SF3B2/SRSF11/SLU7/THOC2/SNRPA1/ADAMTS4/SMC6/SRRM2/POLDIP3/GPATCH2/SNW1/SURF2/DDX46/PRPF4/METTL3/RBBP6/CHTOP/SF3A1/ZC3H14/SF3A2/NUP43/SF3B1/ASCC2/PLRG1/TRIP12/CDK12/CD2BP2/SMC5/FNBP4/SRSF2/THOC1/BRD2/CASC3/SMNDC1/SRSF6/DDX42/PPP4R3A/ALYREF/SUMO1/MTREX/SRSF5/RBM19/CTR9/CLK2/THOC3/THOC6/CDK13/CWC25/CDYL/SNRPB2/LMNA/FAM193B/CWC22/THOC7/BAZ2A/GATAD2A/RSRC1/ZNF106/IK/AKAP17A/CDC40/CCNL2/EHMT2/SAP18/RBM27/INPPL1/MAPK14/CRY2/PABPN1/NOC3L/WTAP/DUSP11/TCF12/MORF4L1/VPS72/DOCK1/SYF2/PARN/MBD4/CARMIL1/TOE1/SF3A3/SMC4/PNISR/WBP4/KIF22/HAUS6/FOXO4/UNC45A/GTF2E2/TUT1/WRN/JADE1/NFATC4/PPIE/NSL1/PIAS3/DNAAF1/DDX39B/OIP5/SIRT7/SCNM1/NSRP1	133	go_cc
GO:0005667	GO:0005667	transcription regulator complex	110/1984	230/7473	1.86875601021504e-12	1.16901070416785e-10	9.59513319864796e-11	GTF3C4/PRDM10/SUB1/RFXAP/MED23/YY1/GTF2H4/HDAC2/HMGB1/RFX3/MED25/MED15/TRIP4/MED16/ASCC1/SIN3A/KDM1A/MED14/POU3F2/CBX3/EYA3/CREB1/MTA2/MBD3/MED24/GTF3C2/GTF3C1/DDX20/GTF3C3/IVNS1ABP/TAF6L/TCF3/HNRNPAB/GEMIN5/ASCC2/RB1/RCOR2/NCOR2/CHD4/SRA1/NR6A1/MIER1/MED27/AATF/MED4/POU2F1/MED1/CTBP2/CREBBP/CDK7/LMO4/TAF4/TADA3/PYGO2/PARP1/TCEA1/GATAD2A/MNAT1/ING2/TBP/ATF7IP/NAA16/SKIL/MED26/RBBP4/CEBPZ/RBPJ/STAT2/STAT1/MIDEAS/RBBP8/TAF3/PBXIP1/LIN9/RBBP7/HMGA1/HDAC1/PBX2/TCF12/TCF4/RCOR1/TLE1/SKI/SIX4/TAF6/GTF2E1/TAF10/NFYB/MTA3/LIMD1/ABT1/CCNH/CDK2/TEAD1/TRERF1/GTF2E2/TAF5/BCL9L/NFATC4/EP300/ATF6B/CDK4/RBL1/PDLIM1/DEPDC1/RIOX2/CEBPB/SOX9/ARNT/TCF7L1	110	go_cc
GO:0005684	GO:0005684	U2-type spliceosomal complex	51/1984	80/7473	2.64640678944107e-12	1.48992702245532e-10	1.2229185058575e-10	SNRNP200/PHF5A/RNF113A/PRPF40A/LUC7L2/DHX16/SNRPE/TFIP11/XAB2/SART1/CDC5L/SF3B3/PRPF3/ISY1/SF3B2/RBM22/SNRPA1/SRRM2/SNW1/PRPF4/SF3A1/SF3A2/AQR/SF3B1/PLRG1/PRPF38A/SNIP1/CASC3/MFAP1/HTATSF1/BUD13/DHX8/SNRPD2/CWC25/SNRPD3/SNRPB2/SNRPC/CWC22/IK/CDC40/CCDC12/SF3B4/GCFC2/CWC27/YJU2/SYF2/SNRPF/SF3A3/WBP4/PPIE/LSM8	51	go_cc
