ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	group
GO:0005657	GO:0005657	replication fork	25/842	45/7589	3.45316997028495e-13	1.76111668484533e-10	1.67933108028595e-10	RFC3/RFC2/RTF2/RPA2/TONSL/RFC4/RAD18/DNMT1/RFC1/WRN/RPA3/POLD1/TIMELESS/UHRF1/POLA2/MCM3/PCNA/POLA1/POLD2/BLM/XRCC3/PRIM2/PRIM1/POLD3/WDHD1	25	go_cc
GO:0098687	GO:0098687	chromosomal region	66/842	263/7589	6.39487113816369e-11	1.63069214023174e-08	1.55496340306928e-08	DSN1/CEBPB/RBBP7/ORC2/SPOUT1/CFDP1/RPA2/DNMT3A/HSF1/ORC1/RCC2/FEN1/NCAPD3/CENPM/WRAP53/CENPU/DNMT1/NHP2/XRCC1/KNTC1/CDK2/WRN/MSH2/CHMP2A/ZNF330/SMC4/INCENP/DSCC1/POLD1/MAD2L1/CHEK2/CENPQ/ATR/ERCC6L/HAT1/NCAPD2/NCAPG/MCM7/KIF22/MCM3/PCNA/CDK1/AURKB/MCM4/BLM/XRCC3/MCM5/HJURP/RIF1/ZWILCH/MCM2/ACD/MCM6/TOP2A/ESCO2/HELLS/NDC80/CENPI/CDCA8/KIF2C/SGO1/SPC25/PLK1/RECQL4/CDCA5/SPC24	66	go_cc
GO:0030894	GO:0030894	replisome	11/842	12/7589	3.19327959255325e-10	5.42857530734053e-08	5.1764742868758e-08	RPA2/RPA3/POLD1/POLA2/MCM3/PCNA/POLA1/POLD2/PRIM2/PRIM1/POLD3	11	go_cc
GO:0000228	GO:0000228	nuclear chromosome	41/842	138/7589	1.5174612188915e-09	1.93476305408666e-07	1.8449133766523e-07	MORF4L1/NIFK/INO80E/ORC2/CFDP1/RPA2/TONSL/ORC1/HSPA2/ADD3/BRMS1/SMC2/POLE3/RPA3/INCENP/POLD1/TIMELESS/ING2/TOPBP1/NCAPD2/POLE/MCM7/POLA2/MCM3/PCNA/POLA1/POLD2/GINS1/MCM4/BLM/MCM5/MCM2/PRIM2/PRIM1/MCM6/TOP2A/CHRAC1/POLD3/WDHD1/PLK1/GINS3	41	go_cc
GO:0043601	GO:0043601	nuclear replisome	10/842	11/7589	2.66861776773152e-09	2.72199012308615e-07	2.59558191303571e-07	RPA2/RPA3/POLD1/POLA2/MCM3/POLA1/POLD2/PRIM2/PRIM1/POLD3	10	go_cc
GO:0043596	GO:0043596	nuclear replication fork	14/842	23/7589	1.20848471159053e-08	1.02721200485195e-06	9.79508660973375e-07	RPA2/TONSL/RPA3/POLD1/TIMELESS/POLA2/MCM3/PCNA/POLA1/POLD2/PRIM2/PRIM1/POLD3/WDHD1	14	go_cc
GO:0042575	GO:0042575	DNA polymerase complex	11/842	15/7589	2.64457456387289e-08	1.92676146796454e-06	1.83728338121696e-06	POLE3/POLD1/POLE/POLA2/MCM3/POLA1/POLD2/PRIM2/PRIM1/CHRAC1/POLD3	11	go_cc
GO:0071162	GO:0071162	CMG complex	8/842	10/7589	8.1663064385081e-07	5.20602035454891e-05	4.96425470340887e-05	MCM7/MCM3/GINS1/MCM4/MCM5/MCM2/MCM6/GINS3	8	go_cc
GO:0000775	GO:0000775	chromosome, centromeric region	39/842	162/7589	1.77434748730621e-06	0.000100546357614019	9.58770221211077e-05	DSN1/CEBPB/ORC2/SPOUT1/CFDP1/DNMT3A/HSF1/RCC2/NCAPD3/CENPM/CENPU/DNMT1/KNTC1/CHMP2A/ZNF330/SMC4/INCENP/DSCC1/MAD2L1/CENPQ/ERCC6L/NCAPD2/NCAPG/KIF22/AURKB/HJURP/ZWILCH/TOP2A/ESCO2/HELLS/NDC80/CENPI/CDCA8/KIF2C/SGO1/SPC25/PLK1/CDCA5/SPC24	39	go_cc
GO:0031261	GO:0031261	DNA replication preinitiation complex	8/842	11/7589	2.7022353717709e-06	0.000137814003960316	0.000131413972816648	MCM7/MCM3/GINS1/MCM4/MCM5/MCM2/MCM6/GINS3	8	go_cc
