ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	group
GO:0005758	GO:0005758	mitochondrial intermembrane space	2/21	58/7717	0.0106375290036316	0.325091227405269	0.305536867862095	TXNIP/GATM	2	go_cc
GO:0031970	GO:0031970	organelle envelope lumen	2/21	64/7717	0.0128470946882601	0.325091227405269	0.305536867862095	TXNIP/GATM	2	go_cc
GO:0002116	GO:0002116	semaphorin receptor complex	1/21	10/7717	0.0268973130882836	0.325091227405269	0.305536867862095	PLXND1	1	go_cc
GO:0016327	GO:0016327	apicolateral plasma membrane	1/21	13/7717	0.0348312029362788	0.325091227405269	0.305536867862095	CRB2	1	go_cc
GO:0031143	GO:0031143	pseudopodium	1/21	13/7717	0.0348312029362788	0.325091227405269	0.305536867862095	ACTN3	1	go_cc
GO:0031258	GO:0031258	lamellipodium membrane	1/21	13/7717	0.0348312029362788	0.325091227405269	0.305536867862095	PLXND1	1	go_cc
GO:0005903	GO:0005903	brush border	1/21	41/7717	0.105969069117934	0.544013746895739	0.511291115503514	ACTN3	1	go_cc
GO:0030864	GO:0030864	cortical actin cytoskeleton	1/21	56/7717	0.141995311193466	0.544013746895739	0.511291115503514	ACTN3	1	go_cc
GO:0005740	GO:0005740	mitochondrial envelope	3/21	487/7717	0.143179973847425	0.544013746895739	0.511291115503514	TXNIP/ASS1/GATM	3	go_cc
GO:0098862	GO:0098862	cluster of actin-based cell projections	1/21	58/7717	0.146693020668256	0.544013746895739	0.511291115503514	ACTN3	1	go_cc
GO:0030018	GO:0030018	Z disc	1/21	64/7717	0.160639620558705	0.544013746895739	0.511291115503514	ACTN3	1	go_cc
GO:0043204	GO:0043204	perikaryon	1/21	66/7717	0.165240047247646	0.544013746895739	0.511291115503514	ASS1	1	go_cc
GO:0031674	GO:0031674	I band	1/21	67/7717	0.167531245654103	0.544013746895739	0.511291115503514	ACTN3	1	go_cc
GO:0005884	GO:0005884	actin filament	1/21	68/7717	0.169816453999366	0.544013746895739	0.511291115503514	ACTN3	1	go_cc
GO:0042734	GO:0042734	presynaptic membrane	1/21	74/7717	0.183402743575289	0.544013746895739	0.511291115503514	KCTD12	1	go_cc
GO:0030863	GO:0030863	cortical cytoskeleton	1/21	76/7717	0.187884256730627	0.544013746895739	0.511291115503514	ACTN3	1	go_cc
