ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	group
GO:0016327	GO:0016327	apicolateral plasma membrane	2/26	13/7717	0.000832257325847989	0.0982063644500628	0.0805975515558053	JUP/CXADR	2	go_cc
GO:0043296	GO:0043296	apical junction complex	3/26	83/7717	0.00260942378091037	0.122843382111265	0.100817048655097	JUP/CAMSAP3/CXADR	3	go_cc
GO:0005875	GO:0005875	microtubule associated complex	3/26	96/7717	0.0039419124690261	0.122843382111265	0.100817048655097	KIF21A/LRP8/MID1	3	go_cc
GO:0014704	GO:0014704	intercalated disc	2/26	31/7717	0.00478012405436897	0.122843382111265	0.100817048655097	JUP/CXADR	2	go_cc
GO:0005912	GO:0005912	adherens junction	3/26	106/7717	0.00520522805556207	0.122843382111265	0.100817048655097	JUP/CAMSAP3/CXADR	3	go_cc
GO:0044291	GO:0044291	cell-cell contact zone	2/26	47/7717	0.0107516187512907	0.211448502108718	0.17353489914364	JUP/CXADR	2	go_cc
GO:0099512	GO:0099512	supramolecular fiber	5/26	485/7717	0.0210485122911063	0.214092058555268	0.175704454835724	KIF21A/MID1/JUP/PDE4DIP/CAMSAP3	5	go_cc
GO:0099081	GO:0099081	supramolecular polymer	5/26	487/7717	0.0213889441562595	0.214092058555268	0.175704454835724	KIF21A/MID1/JUP/PDE4DIP/CAMSAP3	5	go_cc
GO:0014069	GO:0014069	postsynaptic density	3/26	189/7717	0.024849792982391	0.214092058555268	0.175704454835724	LRP8/PLEKHA5/DLGAP1	3	go_cc
GO:0032279	GO:0032279	asymmetric synapse	3/26	193/7717	0.0262365689975718	0.214092058555268	0.175704454835724	LRP8/PLEKHA5/DLGAP1	3	go_cc
GO:0099572	GO:0099572	postsynaptic specialization	3/26	197/7717	0.0276647523191344	0.214092058555268	0.175704454835724	LRP8/PLEKHA5/DLGAP1	3	go_cc
GO:0098984	GO:0098984	neuron to neuron synapse	3/26	205/7717	0.0306452257742868	0.214092058555268	0.175704454835724	LRP8/PLEKHA5/DLGAP1	3	go_cc
GO:0016323	GO:0016323	basolateral plasma membrane	2/26	85/7717	0.0328415827103248	0.214092058555268	0.175704454835724	SLC7A1/CXADR	2	go_cc
GO:0002116	GO:0002116	semaphorin receptor complex	1/26	10/7717	0.033204672684394	0.214092058555268	0.175704454835724	PLXNB1	1	go_cc
GO:0005581	GO:0005581	collagen trimer	1/26	10/7717	0.033204672684394	0.214092058555268	0.175704454835724	COL26A1	1	go_cc
GO:0008076	GO:0008076	voltage-gated potassium channel complex	1/26	10/7717	0.033204672684394	0.214092058555268	0.175704454835724	SLC5A3	1	go_cc
GO:0005887	GO:0005887	integral component of plasma membrane	4/26	372/7717	0.0342810764320193	0.214092058555268	0.175704454835724	SLC7A1/PLXNB1/CXADR/SLC5A3	4	go_cc
