ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	group
GO:0030424	GO:0030424	axon	204/1354	391/7409	3.5553144200918e-55	1.74565938026507e-52	1.13770061442938e-52	MAPT/NCAM2/OPHN1/PRNP/CNTN1/NEFH/SLC8A1/ENO2/SYNJ1/SLC1A2/SNCA/SEPTIN4/SYT5/NTNG2/SCN3A/NEFL/SYT2/SPOCK1/MAP6/TRIM46/CD200/SNCG/SYT13/RET/SYN1/VIM/STX1B/GPRIN1/RAC3/MYO5A/GDPD5/SNAP25/ALCAM/NEFM/PCDH9/KIF21B/ALDH1A1/RAP1GAP/EPHB1/SYT1/BACE1/L1CAM/PRKCB/GAP43/MAP3K12/SLC18A3/NTRK2/CNTNAP1/PRSS12/UNC13A/TUBB4A/CORO1A/PCLO/KIF21A/MAP2/ATAT1/TRPV2/DPYSL3/CNTN6/CADM2/NMNAT2/ELAVL4/NRG1/CRMP1/DNM3/SYP/LRRC4B/STXBP1/STX1A/SIRT2/CXADR/NRP1/KIF3A/BSN/CTNNA2/RUFY3/SRCIN1/BRSK1/SYT11/SLC4A8/SHTN1/AMIGO1/TANC2/ATCAY/NRCAM/CALB1/ROGDI/CCDC120/ATL1/HCN1/ADCY8/UNC5C/SCN2A/SEPTIN6/TBC1D24/GDI1/OLFM1/CBARP/PTPRS/SYT4/EPHA5/DCC/RAB3A/DIP2B/KIF3B/UCHL1/NFASC/SH2D3C/STMN2/GRIK2/AAK1/KCNQ2/THY1/ADGRL1/KIF5A/ADGRL3/ARL8A/PALM/ITGA3/CNTN5/PPFIA2/CDK5/CPEB4/BASP1/ATP2B3/SBF2/SARM1/FLRT3/AP3B2/NDRG2/NECAB2/SPTBN1/PAK1/BIN1/MADD/KCNAB2/TUBB3/NDEL1/EPB41L3/DLG4/MAP1B/GSK3B/NECTIN1/ADAM22/CNTNAP2/CPT1C/PRKAA2/NCS1/ADCY9/PPP1R9B/GSK3A/NEO1/SLC8A2/ACTBL2/PAFAH1B1/AP3M2/SOD1/UNC13B/KIF5C/MAP1A/INPP5F/GIT1/DGKI/ROBO1/EXOC8/KLC1/SPAST/SPTBN4/GRIPAP1/OPA1/BRSK2/PRKAA1/MAPK8IP1/DAB2IP/SHANK2/GRM7/MTPN/KATNB1/ALS2/DVL1/LRFN3/ANK3/MAST1/ABR/ACTR10/MAPK8IP3/CYTH2/P2RX3/VPS16/APBB1/HDAC6/RAB5A/RAB21/ARPC5/EXOC3/CYFIP1/STMN3/EXOC6/EPHA4/ABI1/SEPTIN8/ABL1/AP3S1/DYNC1H1	204	go_cc
GO:0098793	GO:0098793	presynapse	152/1354	288/7409	1.28714712565548e-41	3.15994619348421e-39	2.05943540104877e-39	SV2B/OPHN1/SYN2/SYN3/PRNP/CNTN1/PTPRN2/SLC8A1/SYNJ1/RAB3C/RIMS1/SLC1A2/SNCA/SEPTIN4/SYT5/NTNG2/PDE4B/NEFL/SYT2/PPP3CC/TMEM163/SEPTIN5/SNCG/GNB5/SYN1/STX1B/SH3GL3/SEPTIN3/NRXN2/AMPH/KCTD16/SCAMP5/DNAJC6/SV2A/TRIM9/STXBP5/SNAP25/DNM1/SYT1/BACE1/PRKCB/PPFIA3/SLC18A3/NTRK2/CNTNAP1/PRSS12/UNC13A/PCLO/GUCY1B1/RIMS3/CNTN6/NRXN1/NLGN3/EFNB3/DNM3/SYP/LRRC4B/STXBP1/STX1A/SCAMP1/RIMS2/BSN/DMXL2/SRCIN1/BRSK1/SYT11/EFNB2/ERC1/SLC4A8/SYT7/ATCAY/DNAJC5/CALB1/ROGDI/PICK1/SNPH/CHRNB2/SNAP91/SH3GL2/STX12/CDH10/ADCY8/SCN2A/VAMP1/SEPTIN6/TBC1D24/CBARP/PTPRS/SYT4/RAB3A/ATP2B1/GRIK2/PCDH17/AAK1/ADGRL1/RAB12/RAB33B/ATP2B2/CNTN5/IQSEC1/CADPS/PPFIA2/CDK5/ATP2B3/CADM3/FLRT3/CASK/BIN1/STX7/NDEL1/MFF/DLG4/NECTIN1/YWHAG/RAB3B/ICA1/PIP5K1C/RAB6B/RAB35/NLGN2/RAB5B/TNIK/SLC8A2/UNC13B/VPS35/GIT1/PFN2/PTPRD/DGKI/DNM1L/AP2M1/CTTNBP2/SHANK2/GRM7/PCDH8/ITSN1/DVL1/LRFN3/RAB7A/DENND1A/ATP2B4/P2RX3/RAB5A/CLCN4/EXOC3/CYFIP1/VPS45/KIAA1109/FBXL20/EPHA4/SEPTIN8/RAB15	152	go_cc
GO:0036477	GO:0036477	somatodendritic compartment	191/1354	439/7409	8.74889600300883e-37	1.43190264582578e-34	9.33215573654275e-35	MAPT/ANKS1B/PDE1C/OPHN1/NEGR1/PRNP/DNER/SLC8A1/ENO2/SAMD14/SNCA/SEPTIN4/GABRA3/CACNA1E/SYT5/PDE4B/PDE9A/PRKAR2B/MAP6/CD200/SNCG/RET/SYN1/CTNND2/RAC3/GRIP1/SV2A/TRIM9/MAGI2/SNAP25/ALCAM/KIF21B/RAP1GAP/EPHB1/NSG1/BACE1/L1CAM/GAP43/DPYSL5/PRKACA/NTRK2/PRSS12/SLC1A3/GRIA4/TUBB4A/KIF21A/MAP2/GNAZ/CRTC1/HIP1R/NRXN1/ELAVL4/CRMP1/DNM3/NRSN2/SIRT2/NSG2/BSN/RUFY3/ASTN1/PCSK2/SRCIN1/SYT11/SLC4A8/NSF/SHTN1/CACNA1B/JAM2/AMIGO1/TANC2/WASF1/ATCAY/CPEB3/CALB1/ROGDI/KCND3/GPHN/CLSTN2/HCN1/ADCY8/UNC5C/GDI1/MARK4/OLFM1/PTPRS/SYT4/EPHA5/DIP2B/KIF3B/ATP2B1/UCHL1/NFASC/MARK1/STMN2/GRIK2/NDN/SORBS2/THY1/ATP2B2/KIF5A/VGF/ABI2/PALM/ASTN2/TTBK1/PPFIA2/CDK5/CPEB4/SARM1/ASAP1/NECAB2/PAK1/BIN1/TUBB3/FYN/PPP3CA/NDEL1/DLG4/MAP1B/FBXO2/GSK3B/TRIM3/DMWD/NECTIN1/CNTNAP2/CPT1C/PRKAA2/NCS1/ADCY9/PPP1R9B/NLGN2/GSK3A/ADGRB1/ATP13A2/SYNGAP1/ZDHHC5/NCDN/SLC8A2/PAFAH1B1/EPHB3/SRR/SOD1/SOS1/CAPN2/KIF5C/NDFIP1/MAP1A/INPP5F/VPS35/GOPC/ERO1A/KCNB2/DGKI/RAC1/SORCS2/PMM1/SPTBN4/CTTNBP2/RGS12/GRIPAP1/OPA1/DBNL/PRKAA1/MAPK8IP1/DAB2IP/SHANK2/GRM7/KATNB1/PCDH8/ALS2/DVL1/LRFN3/ANK3/MAST1/ABR/CLSTN3/MAPK8IP3/MARK3/P2RX3/VPS16/HDAC6/AKAP12/RAB5A/MPP2/CYFIP1/PPP1R9A/FARP1/SLC3A2/EPHA4/ABL1/NDUFS7	191	go_cc
GO:0098794	GO:0098794	postsynapse	157/1354	346/7409	9.82899313506584e-33	1.20650890732933e-30	7.86319450805267e-31	MAPT/ANKS1B/OPHN1/SYN2/SYN3/PRNP/CNTN1/NEFH/SLC8A1/SAMD14/SNCA/GABRA3/PAK3/PDE4B/NEFL/SPOCK1/INA/PRKAR2B/DCLK1/SYN1/CTNND2/SH3GL3/KCTD16/CACNG8/GRIP1/DNAJC6/MAGI2/SNAP25/NEFM/TPPP/NSG1/GAP43/PRKACA/NTRK2/GRIA4/PCLO/CRTC1/HIP1R/ANK2/DLGAP3/NLGN3/EFNB3/DNM3/LRRC4B/STXBP1/STX1A/NRP1/PLPPR4/BSN/SRCIN1/SYT11/EFNB2/NSF/SYNE1/IQSEC3/TANC2/WASF1/NRCAM/CPEB3/CALB1/KCND3/PICK1/GPHN/CLSTN2/CHRNB2/SRC/DLGAP1/STX12/PLCB1/CDH10/ADCY8/BMPR2/PTPRS/DCC/RAB3A/KIF3B/ATP2B1/CAP2/GRIK2/PCDH17/RTN4/ADGRL1/ATP2B2/ABI2/INPP4A/PALM/IQSEC1/PPFIA2/CDK5/CPEB4/ASAP1/FLRT3/SPTBN1/GABRB3/F2R/FYN/PPP3CA/DLG4/MAP1B/FBXO2/GSK3B/ADAM22/APC2/CPT1C/NCS1/ADD2/PPP1R9B/NLGN2/GSK3A/ADGRB1/TNIK/SYNGAP1/NCDN/SLC8A2/ADD1/SOS1/VPS35/GIT1/PFN2/GOPC/DGKI/RAC1/SORCS2/MECP2/DLGAP4/AP2M1/CTTNBP2/GRIPAP1/DBNL/SHANK2/GRM7/RAB4A/PAK2/ATAD1/PCDH8/ALS2/DVL1/LRFN3/ANK3/ADGRB3/ABR/CLSTN3/P2RX3/RAB5A/AP2B1/PIN1/MPP2/CYFIP1/NCK2/PSD3/PPP1R9A/FARP1/ACTR2/PCBP2/EPHA4/ABI1/ABL1	157	go_cc
GO:0030425	GO:0030425	dendrite	149/1354	335/7409	7.06361867412892e-30	5.7803946149955e-28	3.76726329286876e-28	MAPT/ANKS1B/OPHN1/NEGR1/PRNP/DNER/SLC8A1/SAMD14/SEPTIN4/GABRA3/PDE4B/PRKAR2B/MAP6/RET/SYN1/CTNND2/GRIP1/SV2A/TRIM9/MAGI2/ALCAM/KIF21B/RAP1GAP/EPHB1/NSG1/BACE1/L1CAM/GAP43/DPYSL5/PRKACA/NTRK2/PRSS12/GRIA4/KIF21A/MAP2/GNAZ/CRTC1/HIP1R/ELAVL4/DNM3/NSG2/BSN/RUFY3/PCSK2/SRCIN1/SYT11/SLC4A8/NSF/AMIGO1/TANC2/WASF1/ATCAY/CPEB3/CALB1/ROGDI/KCND3/GPHN/CLSTN2/HCN1/ADCY8/UNC5C/MARK4/SYT4/EPHA5/DIP2B/KIF3B/ATP2B1/NFASC/MARK1/GRIK2/SORBS2/THY1/ATP2B2/KIF5A/ABI2/PALM/PPFIA2/CDK5/CPEB4/SARM1/ASAP1/NECAB2/PAK1/BIN1/TUBB3/FYN/PPP3CA/DLG4/MAP1B/FBXO2/GSK3B/TRIM3/DMWD/NECTIN1/CNTNAP2/CPT1C/PRKAA2/NCS1/ADCY9/PPP1R9B/NLGN2/GSK3A/ADGRB1/SYNGAP1/ZDHHC5/NCDN/SLC8A2/EPHB3/SOD1/CAPN2/KIF5C/NDFIP1/MAP1A/INPP5F/GOPC/ERO1A/KCNB2/DGKI/RAC1/SORCS2/CTTNBP2/RGS12/GRIPAP1/OPA1/DBNL/PRKAA1/MAPK8IP1/DAB2IP/SHANK2/GRM7/PCDH8/ALS2/DVL1/LRFN3/ANK3/MAST1/ABR/CLSTN3/MAPK8IP3/MARK3/P2RX3/HDAC6/RAB5A/MPP2/CYFIP1/PPP1R9A/FARP1/EPHA4/ABL1	149	go_cc
GO:0097447	GO:0097447	dendritic tree	149/1354	335/7409	7.06361867412892e-30	5.7803946149955e-28	3.76726329286876e-28	MAPT/ANKS1B/OPHN1/NEGR1/PRNP/DNER/SLC8A1/SAMD14/SEPTIN4/GABRA3/PDE4B/PRKAR2B/MAP6/RET/SYN1/CTNND2/GRIP1/SV2A/TRIM9/MAGI2/ALCAM/KIF21B/RAP1GAP/EPHB1/NSG1/BACE1/L1CAM/GAP43/DPYSL5/PRKACA/NTRK2/PRSS12/GRIA4/KIF21A/MAP2/GNAZ/CRTC1/HIP1R/ELAVL4/DNM3/NSG2/BSN/RUFY3/PCSK2/SRCIN1/SYT11/SLC4A8/NSF/AMIGO1/TANC2/WASF1/ATCAY/CPEB3/CALB1/ROGDI/KCND3/GPHN/CLSTN2/HCN1/ADCY8/UNC5C/MARK4/SYT4/EPHA5/DIP2B/KIF3B/ATP2B1/NFASC/MARK1/GRIK2/SORBS2/THY1/ATP2B2/KIF5A/ABI2/PALM/PPFIA2/CDK5/CPEB4/SARM1/ASAP1/NECAB2/PAK1/BIN1/TUBB3/FYN/PPP3CA/DLG4/MAP1B/FBXO2/GSK3B/TRIM3/DMWD/NECTIN1/CNTNAP2/CPT1C/PRKAA2/NCS1/ADCY9/PPP1R9B/NLGN2/GSK3A/ADGRB1/SYNGAP1/ZDHHC5/NCDN/SLC8A2/EPHB3/SOD1/CAPN2/KIF5C/NDFIP1/MAP1A/INPP5F/GOPC/ERO1A/KCNB2/DGKI/RAC1/SORCS2/CTTNBP2/RGS12/GRIPAP1/OPA1/DBNL/PRKAA1/MAPK8IP1/DAB2IP/SHANK2/GRM7/PCDH8/ALS2/DVL1/LRFN3/ANK3/MAST1/ABR/CLSTN3/MAPK8IP3/MARK3/P2RX3/HDAC6/RAB5A/MPP2/CYFIP1/PPP1R9A/FARP1/EPHA4/ABL1	149	go_cc
GO:0150034	GO:0150034	distal axon	90/1354	165/7409	3.3853238258552e-26	2.24112550077587e-24	1.46061132433458e-24	MAPT/OPHN1/PRNP/SLC8A1/ENO2/SYNJ1/SNCA/NEFL/SNCG/GPRIN1/RAC3/MYO5A/GDPD5/SNAP25/PCDH9/KIF21B/L1CAM/PRKCB/GAP43/MAP3K12/SLC18A3/NTRK2/PRSS12/UNC13A/MAP2/TRPV2/DPYSL3/ELAVL4/CRMP1/SYP/SIRT2/CXADR/RUFY3/BRSK1/SLC4A8/SHTN1/ATCAY/CALB1/CCDC120/UNC5C/SEPTIN6/TBC1D24/OLFM1/CBARP/PTPRS/DCC/RAB3A/STMN2/GRIK2/AAK1/THY1/ADGRL1/ITGA3/CDK5/CPEB4/BASP1/FLRT3/NDRG2/BIN1/TUBB3/NDEL1/MAP1B/NECTIN1/PPP1R9B/NEO1/SLC8A2/PAFAH1B1/UNC13B/KIF5C/GIT1/EXOC8/KLC1/BRSK2/SHANK2/KATNB1/ALS2/DVL1/MAPK8IP3/CYTH2/P2RX3/APBB1/RAB5A/ARPC5/EXOC3/CYFIP1/STMN3/EXOC6/EPHA4/ABI1/ABL1	90	go_cc
GO:0097060	GO:0097060	synaptic membrane	92/1354	171/7409	3.65152831083645e-26	2.24112550077587e-24	1.46061132433458e-24	CNTN1/SLC8A1/ENO2/SYNJ1/RIMS1/SLC1A2/GABRA3/NTNG2/STX1B/KCTD16/CACNG8/GRIP1/SNAP25/DNM1/SYT1/NSG1/CNTNAP1/GRIA4/UNC13A/HIP1R/ANK2/RIMS3/CNTN6/NRXN1/NLGN3/EFNB3/DNM3/SYP/LRRC4B/STXBP1/STX1A/NRP1/PLPPR4/RIMS2/SYT11/EFNB2/ERC1/SLC4A8/SYNE1/IQSEC3/SYT7/NRCAM/KCND3/PICK1/GPHN/CLSTN2/CHRNB2/SNAP91/CDH10/ADCY8/SCN2A/PTPRS/DCC/ATP2B1/GRIK2/PCDH17/ADGRL1/ATP2B2/ITGA3/CNTN5/ATP2B3/CADM3/NIPSNAP1/FLRT3/CASK/GABRB3/F2R/DLG4/NECTIN1/ADAM22/PPP1R9B/NLGN2/UNC13B/PTPRD/DGKI/SORCS2/DBNL/SHANK2/GRM7/ATAD1/PCDH8/ITSN1/LRFN3/ANK3/DENND1A/CLSTN3/ATP2B4/P2RX3/EXOC3/FARP1/EPHA4/NDUFS7	92	go_cc
GO:0098984	GO:0098984	neuron to neuron synapse	106/1354	214/7409	4.42131684680318e-26	2.41207396864485e-24	1.57202376775224e-24	ANKS1B/SYN2/SYN3/PRNP/NEFH/SLC8A1/SAMD14/PAK3/PDE4B/SPOCK1/DCLK1/SYN1/CTNND2/SH3GL3/CACNG8/GRIP1/DNAJC6/STXBP5/MAGI2/SYT1/BACE1/GAP43/NTRK2/PCLO/CRTC1/HIP1R/DLGAP3/NLGN3/EFNB3/DNM3/LRRC4B/STX1A/PLPPR4/BSN/SRCIN1/SYT11/EFNB2/SLC4A8/NSF/IQSEC3/SYT7/ATP1B2/NRCAM/CPEB3/CALB1/KCND3/PICK1/GPHN/CLSTN2/SRC/DLGAP1/ADCY8/BMPR2/PTPRS/DCC/CAP2/GRIK2/RTN4/ADGRL1/ATP2B2/INPP4A/PALM/IQSEC1/CDK5/CPEB4/FLRT3/SPTBN1/FYN/DLG4/MAP1B/NECTIN1/ADAM22/NCS1/ADD2/PPP1R9B/NLGN2/ADGRB1/TNIK/SYNGAP1/SLC8A2/ADD1/SOS1/VPS35/GIT1/GOPC/PTPRD/DGKI/SORCS2/DBNL/SHANK2/GRM7/PAK2/ALS2/DVL1/LRFN3/CLSTN3/P2RX3/YWHAZ/MPP2/NCK2/PSD3/PPP1R9A/ACTR2/PCBP2/EPHA4/ABI1	106	go_cc
GO:0044297	GO:0044297	cell body	123/1354	279/7409	2.70361937164969e-24	1.32747711148e-22	8.65158198927901e-23	MAPT/PDE1C/NEGR1/DNER/SLC8A1/ENO2/SLC1A2/SNCA/SEPTIN4/CACNA1E/SYT5/TMEM132E/PDE9A/PRKAR2B/CD200/SNCG/RET/CTNND2/RAC3/GRIP1/SV2A/ALCAM/PITPNM1/RAP1GAP/BACE1/L1CAM/GAP43/DPYSL5/SLC1A3/GRIA4/TUBB4A/MAP2/TRPV2/GNAZ/CRTC1/HIP1R/DPYSL3/NRXN1/ELAVL4/CRMP1/NRSN2/SIRT2/CXADR/RUFY3/ASTN1/PCSK2/SRCIN1/SYT11/SLC4A8/SHTN1/CACNA1B/AMIGO1/ATP1B2/CALB1/ROGDI/KCND3/ADCY8/UNC5C/GDI1/OLFM1/PTPRS/SYT4/EPHA5/DIP2B/ATP2B1/UCHL1/STMN2/GRIK2/NDN/SORBS2/THY1/ATP2B2/KIF5A/VGF/TUBB/ASTN2/TTBK1/CDK5/FYN/NDEL1/MAP1B/DMWD/CNTNAP2/PRKAA2/PPP1R9B/GSK3A/ATP13A2/NCDN/SLC8A2/PAFAH1B1/SRR/SOD1/SOS1/CAPN2/KIF5C/MAP1A/INPP5F/VPS35/NF2/KCNB2/SORCS2/PMM1/SPTBN4/DBNL/PRKAA1/MAPK8IP1/DAB2IP/SHANK2/KATNB1/ALS2/DVL1/MAST1/MAPK8IP3/P2RX3/VPS16/HDAC6/AKAP12/RAB5A/CYFIP1/SLC3A2/EPHA4/ABL1/NDUFS7	123	go_cc
