ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	group
GO:0030424	GO:0030424	axon	171/1080	396/7482	1.10042980183156e-46	5.18302436662667e-44	3.59087619545037e-44	MAPT/NCAM2/PRNP/ENO2/SNCG/SCN3A/TRIM46/CNTN1/SYT2/SYT5/SPOCK1/KIF21B/SYNJ1/SYT13/CALB1/ALCAM/TNFRSF21/SYT1/NEFL/NTRK2/MAP3K12/GPM6A/CD200/SLC1A2/MAP2/ACTB/BACE1/SLC18A3/NEFM/MAP6/SNCA/CORO1A/ATAT1/SIRT2/NRP1/STX1B/VIM/GDPD5/PPFIA1/TUBB4A/SYN1/NRCAM/AMIGO1/MYO5A/CTNNA2/L1CAM/UNC5C/PCDH9/RET/NTNG2/ALDH1A1/RUFY3/TRPV2/TPGS1/KIF21A/ELAVL4/SEPTIN4/CNTNAP1/SLC8A1/DPYSL3/BRSK1/NMNAT2/SLC4A8/SRCIN1/GPRIN1/EPHB1/CRMP1/SYP/LRRC4B/NRG1/CXADR/FLRT3/CADM2/ATCAY/SNAP25/SYT11/RAC3/GDI1/TANC2/ADGRL3/GRIK2/EPHA4/SYT4/TUBB3/ARPC5/TBC1D24/STXBP1/GSK3B/PRSS12/UNC13A/DIP2B/GAP43/EPHA5/UCHL1/SH2D3C/PTPRS/CCDC120/DLG4/NFASC/BSN/STX1A/DNM3/KIF3A/PCLO/EPB41L3/SARM1/CBARP/ARL8A/ATL1/CPEB4/CPT1C/AP3B2/GRM2/ROGDI/PALM/NEFH/RTN4RL2/P2RX3/KCNQ2/PAFAH1B1/MAST1/PPP1R9B/CDK5/NEO1/NF1/ADCY9/NECAB2/PRKCB/NDEL1/ROBO2/KIF5C/MADD/ATP6V0D1/SBF2/AAK1/INPP5F/RAB3A/CPLX1/STMN2/OLFM1/HDAC6/ACTR10/SEPTIN6/KLC1/RAP1GAP/TAOK2/MINK1/ADGRL1/SHTN1/KIF5A/PRKAA1/GSK3A/INSR/CYFIP1/PRPH/MAPK8/PPFIA2/KIF3B/GRIPAP1/BIN1/KATNB1/FSCN1/UNC13B/ABR/MAP1B/SPTBN1/SLC8A2/TSC1/ACTG1/DCTN1/VPS16	171	go_cc
GO:0098793	GO:0098793	presynapse	131/1080	288/7482	1.66247506698972e-38	3.91512878276078e-36	2.71245931982532e-36	PTPRN2/PRNP/SV2B/SNCG/SLC17A6/SEPTIN3/PDE4B/TRIM9/KCTD16/SYN3/TMEM163/CNTN1/SYT2/SCAMP5/SYT5/RAB3C/RIMS1/SEPTIN5/SYNJ1/PPP3CC/CALB1/SYT1/NEFL/NTRK2/RIMS2/GPM6A/DNM1/SLC1A2/ACTB/BACE1/SLC18A3/DOC2A/SNCA/STX1B/NRXN2/PPFIA1/PPFIA3/SYN1/GNB5/AMPH/STXBP5/SYN2/SH3GL3/RIMS3/NTNG2/SEPTIN4/CNTNAP1/SV2A/SLC8A1/DNAJC6/BRSK1/SLC4A8/SRCIN1/IQSEC1/SYP/LRRC4B/FLRT3/ATCAY/GUCY1B1/PDE2A/SNAP25/SYT11/DMXL2/GRIK2/EPHA4/SYT4/EFNB2/TBC1D24/STXBP1/PRSS12/UNC13A/PTPRS/MFF/DLG4/STX12/CADPS/BSN/STX1A/NRXN1/DNM3/EFNB3/CDH10/PCLO/ERC1/CBARP/PICK1/RAB33B/GRM2/ROGDI/P2RX3/SYT7/CDK5/NF1/CHRNB2/ATP2B1/YWHAG/PRKCB/CASK/NDEL1/ATP6V0D1/RAB5B/PDZD11/NLGN3/AAK1/RAB3A/CPLX1/RAB12/CTBP1/SEPTIN6/PCDH17/PTPRD/ADGRL1/RAB6B/STX7/PIP5K1C/CYFIP1/RAB35/CTTNBP2/PPFIA2/NLGN2/BIN1/CADM3/SNAP91/SLC17A7/SH3GL2/SEMA4C/UNC13B/DNAJC5/SLC8A2/ACTG1/DNM1L	131	go_cc
GO:0036477	GO:0036477	somatodendritic compartment	166/1080	440/7482	3.94728536618335e-36	6.19723802490787e-34	4.29353846848014e-34	MAPT/NEGR1/PRNP/ENO2/ANKS1B/SAMD14/SNCG/PDE9A/PDE4B/TRIM9/PDE1C/CHRNA4/CACNA1E/SYT5/NSG1/DNER/KIF21B/CTNND2/KCND3/CALB1/NSMF/GABRA3/GRIP1/ALCAM/NTRK2/PRKAR2B/GPM6A/CD200/MAP2/GRIA4/DPYSL5/BACE1/MAP6/SNCA/SIRT2/PPFIA1/TUBB4A/SYN1/NRSN2/NSF/AMIGO1/L1CAM/UNC5C/RET/RUFY3/MAGI2/TPGS1/KIF21A/ELAVL4/SEPTIN4/SV2A/SLC8A1/SHANK1/SLC4A8/JAM2/SRCIN1/EPHB1/NDN/CRMP1/GNAZ/WASF1/ATCAY/CACNA1B/SNAP25/SYT11/RAC3/ASAP1/GDI1/HIP1R/TANC2/GRIK2/GPHN/EPHA4/SYT4/TUBB3/CPEB3/GSK3B/PRSS12/NCDN/PRKACA/MARK4/DIP2B/GAP43/EPHA5/UCHL1/NSG2/VGF/ABI3/PTPRS/DLG4/NFASC/NDFIP1/BSN/NRXN1/DNM3/MARK1/SLC1A4/SARM1/CPEB4/CPT1C/ABI2/GRM2/ROGDI/PALM/SORBS2/RTN4RL2/P2RX3/PAFAH1B1/MAST1/PPP1R9B/CDK5/TTBK1/NF1/ATP2B1/ADCY9/KCNB2/NECAB2/NDEL1/KIF5C/RGS12/TRIM3/INPP5F/PCSK2/CPLX1/STMN2/OLFM1/HDAC6/RAP1GAP/DBNL/TAOK2/MINK1/KCNN2/SHTN1/KIF5A/PRKAA1/GSK3A/INSR/CYFIP1/PPP3CA/PRPH/CKB/ARHGAP32/MPP2/CTTNBP2/ERO1A/MAPK8/PPFIA2/NLGN2/EPHB3/FYN/SORCS2/KIF3B/GRIPAP1/DMWD/BIN1/KATNB1/CASP3/SYNGAP1/SOS1/ABR/MAP1B/SLC8A2/ASTN1/RAC1/DCTN1/VPS16	166	go_cc
GO:0098794	GO:0098794	postsynapse	133/1080	344/7482	4.31131030894819e-30	5.0765678887865e-28	3.51712156782616e-28	MAPT/PRNP/ANKS1B/SAMD14/PDE4B/KCTD16/SYN3/DCLK1/CNTN1/CHRNA4/NSG1/SPOCK1/PAK3/CTNND2/KCND3/CALB1/NSMF/GABRA3/GRIP1/NEFL/NTRK2/PRKAR2B/INA/GPM6A/GRIA4/ACTB/NEFM/SNCA/NRP1/ADCY1/SYN1/NSF/NRCAM/SYN2/SH3GL3/MAGI2/PLEKHA5/SLC8A1/DNAJC6/ANK2/SHANK1/SRCIN1/IQSEC1/DLGAP3/LRRC4B/WASF1/FLRT3/CAP2/SNAP25/SYT11/ASAP1/HIP1R/TANC2/GRIK2/GPHN/DLGAP1/EPHA4/CPEB3/EFNB2/STXBP1/SYNE1/GSK3B/NCDN/PRKACA/GAP43/ABI3/PTPRS/DLG4/STX12/SRC/BSN/STX1A/DNM3/EFNB3/CDH10/PCLO/PICK1/F2R/CPEB4/CPT1C/ABI2/APC2/BMPR2/GRM2/PALM/TPPP/NEFH/P2RX3/INPP4A/PPP1R9B/CDK5/CACNG8/CHRNB2/ATP2B1/RTN4/PAK2/ADD2/NLGN3/PLCB1/RAB3A/CPLX1/DLGAP4/PCDH17/DBNL/ADD1/MINK1/KCNN2/ADGRL1/GSK3A/CYFIP1/PPP3CA/ARHGAP32/MPP2/CTTNBP2/PPFIA2/NLGN2/GRID1/FYN/SORCS2/KIF3B/GRIPAP1/SEMA4C/SYNGAP1/SOS1/ABR/MAP1B/SPTBN1/CADM1/SLC8A2/TSC1/PIN1/ACTG1/RAC1	133	go_cc
GO:0030425	GO:0030425	dendrite	130/1080	337/7482	2.69028278370457e-29	2.11187198520809e-27	1.4631362507867e-27	MAPT/NEGR1/PRNP/ANKS1B/SAMD14/PDE4B/TRIM9/CHRNA4/NSG1/DNER/KIF21B/CTNND2/KCND3/CALB1/NSMF/GABRA3/GRIP1/ALCAM/NTRK2/PRKAR2B/GPM6A/MAP2/GRIA4/DPYSL5/BACE1/MAP6/PPFIA1/SYN1/NSF/AMIGO1/L1CAM/UNC5C/RET/RUFY3/MAGI2/TPGS1/KIF21A/ELAVL4/SEPTIN4/SV2A/SLC8A1/SHANK1/SLC4A8/SRCIN1/EPHB1/GNAZ/WASF1/ATCAY/SYT11/ASAP1/HIP1R/TANC2/GRIK2/GPHN/EPHA4/SYT4/TUBB3/CPEB3/GSK3B/PRSS12/NCDN/PRKACA/MARK4/DIP2B/GAP43/EPHA5/NSG2/ABI3/DLG4/NFASC/NDFIP1/BSN/DNM3/MARK1/SLC1A4/SARM1/CPEB4/CPT1C/ABI2/GRM2/ROGDI/PALM/SORBS2/RTN4RL2/P2RX3/MAST1/PPP1R9B/CDK5/NF1/ATP2B1/ADCY9/KCNB2/NECAB2/KIF5C/RGS12/TRIM3/INPP5F/PCSK2/HDAC6/RAP1GAP/DBNL/TAOK2/MINK1/KCNN2/KIF5A/PRKAA1/GSK3A/INSR/CYFIP1/PPP3CA/CKB/ARHGAP32/MPP2/CTTNBP2/ERO1A/MAPK8/PPFIA2/NLGN2/EPHB3/FYN/SORCS2/KIF3B/GRIPAP1/DMWD/BIN1/SYNGAP1/ABR/MAP1B/SLC8A2/RAC1	130	go_cc
GO:0097447	GO:0097447	dendritic tree	130/1080	337/7482	2.69028278370457e-29	2.11187198520809e-27	1.4631362507867e-27	MAPT/NEGR1/PRNP/ANKS1B/SAMD14/PDE4B/TRIM9/CHRNA4/NSG1/DNER/KIF21B/CTNND2/KCND3/CALB1/NSMF/GABRA3/GRIP1/ALCAM/NTRK2/PRKAR2B/GPM6A/MAP2/GRIA4/DPYSL5/BACE1/MAP6/PPFIA1/SYN1/NSF/AMIGO1/L1CAM/UNC5C/RET/RUFY3/MAGI2/TPGS1/KIF21A/ELAVL4/SEPTIN4/SV2A/SLC8A1/SHANK1/SLC4A8/SRCIN1/EPHB1/GNAZ/WASF1/ATCAY/SYT11/ASAP1/HIP1R/TANC2/GRIK2/GPHN/EPHA4/SYT4/TUBB3/CPEB3/GSK3B/PRSS12/NCDN/PRKACA/MARK4/DIP2B/GAP43/EPHA5/NSG2/ABI3/DLG4/NFASC/NDFIP1/BSN/DNM3/MARK1/SLC1A4/SARM1/CPEB4/CPT1C/ABI2/GRM2/ROGDI/PALM/SORBS2/RTN4RL2/P2RX3/MAST1/PPP1R9B/CDK5/NF1/ATP2B1/ADCY9/KCNB2/NECAB2/KIF5C/RGS12/TRIM3/INPP5F/PCSK2/HDAC6/RAP1GAP/DBNL/TAOK2/MINK1/KCNN2/KIF5A/PRKAA1/GSK3A/INSR/CYFIP1/PPP3CA/CKB/ARHGAP32/MPP2/CTTNBP2/ERO1A/MAPK8/PPFIA2/NLGN2/EPHB3/FYN/SORCS2/KIF3B/GRIPAP1/DMWD/BIN1/SYNGAP1/ABR/MAP1B/SLC8A2/RAC1	130	go_cc
GO:0044297	GO:0044297	cell body	107/1080	280/7482	9.01673054069951e-24	6.06697154952781e-22	4.20328792122834e-22	MAPT/NEGR1/ENO2/SNCG/PDE9A/PDE1C/CHRNA4/CACNA1E/SYT5/DNER/CTNND2/KCND3/CALB1/NSMF/GRIP1/ALCAM/PITPNM1/PRKAR2B/GPM6A/CD200/SLC1A2/MAP2/GRIA4/DPYSL5/BACE1/SNCA/SIRT2/TMEM132E/TUBB4A/NRSN2/AMIGO1/L1CAM/UNC5C/RET/RUFY3/TRPV2/ELAVL4/SEPTIN4/SV2A/SLC8A1/DPYSL3/SLC4A8/SRCIN1/NDN/CRMP1/GNAZ/CXADR/CACNA1B/SYT11/RAC3/GDI1/HIP1R/GRIK2/EPHA4/SYT4/TUBB/NCDN/DIP2B/GAP43/EPHA5/UCHL1/VGF/PTPRS/NRXN1/SLC1A4/ROGDI/SORBS2/RTN4RL2/P2RX3/PAFAH1B1/MAST1/PPP1R9B/CDK5/TTBK1/ATP2B1/KCNB2/NDEL1/KIF5C/ATP1B2/INPP5F/PCSK2/CPLX1/STMN2/OLFM1/HDAC6/RAP1GAP/DBNL/KCNN2/SHTN1/KIF5A/PRKAA1/GSK3A/INSR/CYFIP1/PRPH/CKB/FYN/SORCS2/DMWD/KATNB1/CASP3/SOS1/MAP1B/SLC8A2/ASTN1/DCTN1/VPS16	107	go_cc
GO:0070382	GO:0070382	exocytic vesicle	62/1080	116/7482	2.99932792766849e-23	1.76585431741482e-21	1.22341007575951e-21	PTPRN2/SYT3/SV2B/SLC17A6/PDE4B/TRIM9/SYN3/TMEM163/SYT2/SCAMP5/SYT5/RAB3C/SEPTIN5/SYT13/SYT1/BACE1/DOC2A/SNCA/STX1B/SYN1/AMPH/STXBP5/SYN2/SEPTIN4/SV2A/DPYSL3/BRSK1/SLC4A8/IQSEC1/SYP/SNAP25/SYT11/DMXL2/SYT4/UNC13A/PTPRS/MFF/DLG4/STX12/BSN/STX1A/CBARP/PICK1/ROGDI/SYT7/ATP2B1/NDEL1/ATP6V0D1/RAB5B/RAB3A/RAB12/SEPTIN6/STX7/RAB35/CTTNBP2/BIN1/SNAP91/SLC17A7/SEMA4C/UNC13B/DNAJC5/DNM1L	62	go_cc
GO:0150034	GO:0150034	distal axon	76/1080	168/7482	2.34880210875631e-22	1.2292064369158e-20	8.51612460484745e-21	MAPT/PRNP/ENO2/SNCG/KIF21B/SYNJ1/CALB1/NEFL/NTRK2/MAP3K12/GPM6A/MAP2/ACTB/SLC18A3/SNCA/SIRT2/GDPD5/MYO5A/L1CAM/UNC5C/PCDH9/RUFY3/TRPV2/ELAVL4/SLC8A1/DPYSL3/BRSK1/SLC4A8/GPRIN1/CRMP1/SYP/CXADR/FLRT3/ATCAY/SNAP25/RAC3/GRIK2/EPHA4/TUBB3/ARPC5/TBC1D24/PRSS12/UNC13A/GAP43/PTPRS/CCDC120/CBARP/CPEB4/P2RX3/PAFAH1B1/PPP1R9B/CDK5/NEO1/PRKCB/NDEL1/KIF5C/ATP6V0D1/AAK1/RAB3A/CPLX1/STMN2/OLFM1/SEPTIN6/KLC1/TAOK2/ADGRL1/SHTN1/CYFIP1/BIN1/KATNB1/FSCN1/UNC13B/MAP1B/SLC8A2/TSC1/ACTG1	76	go_cc
GO:0043025	GO:0043025	neuronal cell body	97/1080	250/7482	3.55489789427556e-22	1.67435690820379e-20	1.16001931286887e-20	MAPT/NEGR1/ENO2/SNCG/PDE9A/PDE1C/CHRNA4/CACNA1E/SYT5/DNER/CTNND2/KCND3/CALB1/NSMF/GRIP1/ALCAM/PRKAR2B/GPM6A/CD200/MAP2/GRIA4/DPYSL5/BACE1/SNCA/SIRT2/TUBB4A/NRSN2/AMIGO1/L1CAM/UNC5C/RET/RUFY3/ELAVL4/SEPTIN4/SV2A/SLC8A1/SLC4A8/SRCIN1/NDN/CRMP1/CACNA1B/SYT11/RAC3/GDI1/HIP1R/GRIK2/EPHA4/SYT4/NCDN/DIP2B/GAP43/EPHA5/UCHL1/VGF/PTPRS/NRXN1/SLC1A4/ROGDI/SORBS2/RTN4RL2/P2RX3/PAFAH1B1/MAST1/PPP1R9B/CDK5/TTBK1/ATP2B1/KCNB2/NDEL1/KIF5C/INPP5F/PCSK2/CPLX1/STMN2/OLFM1/HDAC6/RAP1GAP/DBNL/KCNN2/SHTN1/KIF5A/PRKAA1/GSK3A/INSR/CYFIP1/PRPH/CKB/SORCS2/DMWD/KATNB1/CASP3/SOS1/MAP1B/SLC8A2/ASTN1/DCTN1/VPS16	97	go_cc
