ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	group
GO:0030424	GO:0030424	axon	142/776	395/7531	1.4372436448472e-45	6.41010665601852e-43	4.43276197831821e-43	OPHN1/MAPT/SNCG/ENO2/PRNP/NCAM2/KIF21B/SYNJ1/MAP2/MAP3K12/SCN3A/TRIM46/SIRT2/PPFIA1/CNTN1/SYT13/NRP1/SYT1/SYT2/PCDH9/SLC18A3/GAP43/MAP6/SPOCK1/ATAT1/RUFY3/ALCAM/TNFRSF21/NRCAM/SYT5/STX1B/NEFM/UNC5C/CTNNA2/SRCIN1/TUBB4A/CD200/CORO1A/SYN1/SNCA/ROBO2/FLRT3/SLC1A2/MYO5A/SLC4A8/L1CAM/GPM6A/NTNG2/ELAVL4/KIF21A/NEFL/SYT4/SH2D3C/DPYSL3/CRMP1/NDEL1/GDI1/CALB1/EPB41L3/BRSK1/NRG1/GRIK2/CCDC120/TRPV2/CNTNAP1/P2RX3/TPGS1/EPHA4/TUBB3/RET/SEPTIN4/NMNAT2/AMIGO1/TANC2/VIM/EPHB1/CPLX1/PALM/GDPD5/DLG4/GRM2/TBC1D24/ATCAY/CXADR/DIP2B/LRRC4B/SNAP25/KIF5C/CBARP/SARM1/MAST1/RTN4RL2/ADGRL3/STXBP1/NFASC/BSN/STX1A/SYP/EPHA5/ALDH1A1/ATL1/RAC3/KCNQ2/CPEB4/ADCY9/SYT11/GSK3B/GPRIN1/UCHL1/CPT1C/KIF3A/SEPTIN6/KLC1/UNC13A/ACAP3/CDK5/NEO1/INPP5F/GABBR1/CPLX2/ACTR10/PPP1R9B/MADD/AAK1/ROGDI/PAFAH1B1/HDAC6/NECAB2/ARL8A/PRPH/AP3B2/CADM2/PTPRS/SBF2/RAB3A/MAPK8IP1/GRIPAP1/MAP1B/DCTN1/FSCN1/MAPK8/UNC13B	142	go_cc
GO:0098793	GO:0098793	presynapse	98/776	285/7531	2.21788765721318e-29	4.94588947558539e-27	3.42021622928137e-27	OPHN1/TRIM9/PTPRN2/SNCG/PDE4B/SV2B/PRNP/KCTD16/SLC17A6/SEPTIN3/SYNJ1/TMEM163/SYN3/DOC2A/SCAMP5/DNM1/PPFIA1/SEPTIN5/CNTN1/RIMS2/SYT1/SYT2/SLC18A3/PPFIA3/SYT5/STX1B/SRCIN1/SYN1/SNCA/RIMS3/PPP3CC/STXBP5/FLRT3/RAB3C/SLC1A2/SLC4A8/NRXN2/IQSEC1/GPM6A/NTNG2/SV2A/NEFL/SYT4/DNAJC6/NDEL1/CALB1/RIMS1/BRSK1/EFNB2/GRIK2/CNTNAP1/AMPH/P2RX3/PDE2A/EPHA4/SEPTIN4/CPLX1/GNB5/DLG4/GRM2/TBC1D24/ATCAY/CADPS/LRRC4B/SNAP25/STX12/MFF/CBARP/STXBP1/DMXL2/BSN/STX1A/SYP/SYT11/SEPTIN6/PTPRD/UNC13A/EFNB3/YWHAG/CDK5/GABBR1/CPLX2/AAK1/ROGDI/PCDH17/GUCY1B1/NRXN1/PTPRS/CASK/ATP2B1/CTBP1/STX7/RAB6B/RAB3A/RAB5B/RAB33B/UNC13B/SEMA4C	98	go_cc
GO:0036477	GO:0036477	somatodendritic compartment	123/776	433/7531	7.34392442550912e-28	1.09179676459236e-25	7.55006967254096e-26	OPHN1/MAPT/TRIM9/SAMD14/SNCG/NEGR1/PDE9A/ENO2/PDE4B/PRNP/ANKS1B/KIF21B/CHRNA4/MAP2/SIRT2/PPFIA1/CTNND2/DNER/DPYSL5/GAP43/MAP6/RUFY3/ALCAM/SYT5/UNC5C/GRIP1/SRCIN1/TUBB4A/CD200/SYN1/SNCA/CACNA1E/PRKAR2B/SLC4A8/L1CAM/NRSN2/GPM6A/GRIA4/SV2A/ELAVL4/KIF21A/SYT4/CRMP1/NDEL1/GDI1/CALB1/VGF/CPEB3/GRIK2/P2RX3/TPGS1/EPHA4/TUBB3/RET/SEPTIN4/CACNA1B/AMIGO1/TANC2/EPHB1/CPLX1/PALM/ASAP1/ARHGAP32/DLG4/GRM2/ATCAY/DIP2B/WASF1/SHANK1/GNAZ/SNAP25/NCDN/KIF5C/SARM1/MAST1/RTN4RL2/CASP3/NFASC/BSN/EPHA5/MAGI2/RAC3/CPEB4/ADCY9/PRKACA/SYT11/GSK3B/GPHN/MARK1/UCHL1/CPT1C/JAM2/CDK5/INPP5F/GABBR1/CPLX2/RGS12/CKB/PPP1R9B/ROGDI/PAFAH1B1/TRIM3/HDAC6/NECAB2/MARK4/KCNB2/PRPH/FYN/NRXN1/TTBK1/PTPRS/NDFIP1/SORBS2/DBNL/ATP2B1/MPP2/MAPK8IP1/GRIPAP1/ABI2/MAP1B/DCTN1/MAPK8/HIP1R	123	go_cc
GO:0030425	GO:0030425	dendrite	96/776	330/7531	1.45223919941971e-22	1.29539736588238e-20	8.95802285115738e-21	OPHN1/MAPT/TRIM9/SAMD14/NEGR1/PDE4B/PRNP/ANKS1B/KIF21B/CHRNA4/MAP2/PPFIA1/CTNND2/DNER/DPYSL5/GAP43/MAP6/RUFY3/ALCAM/UNC5C/GRIP1/SRCIN1/SYN1/PRKAR2B/SLC4A8/L1CAM/GPM6A/GRIA4/SV2A/ELAVL4/KIF21A/SYT4/CALB1/CPEB3/GRIK2/P2RX3/TPGS1/EPHA4/TUBB3/RET/SEPTIN4/AMIGO1/TANC2/EPHB1/PALM/ASAP1/ARHGAP32/DLG4/GRM2/ATCAY/DIP2B/WASF1/SHANK1/GNAZ/NCDN/KIF5C/SARM1/MAST1/RTN4RL2/NFASC/BSN/EPHA5/MAGI2/CPEB4/ADCY9/PRKACA/SYT11/GSK3B/GPHN/MARK1/CPT1C/CDK5/INPP5F/GABBR1/CPLX2/RGS12/CKB/PPP1R9B/ROGDI/TRIM3/HDAC6/NECAB2/MARK4/KCNB2/FYN/NDFIP1/SORBS2/DBNL/ATP2B1/MPP2/MAPK8IP1/GRIPAP1/ABI2/MAP1B/MAPK8/HIP1R	96	go_cc
GO:0097447	GO:0097447	dendritic tree	96/776	330/7531	1.45223919941971e-22	1.29539736588238e-20	8.95802285115738e-21	OPHN1/MAPT/TRIM9/SAMD14/NEGR1/PDE4B/PRNP/ANKS1B/KIF21B/CHRNA4/MAP2/PPFIA1/CTNND2/DNER/DPYSL5/GAP43/MAP6/RUFY3/ALCAM/UNC5C/GRIP1/SRCIN1/SYN1/PRKAR2B/SLC4A8/L1CAM/GPM6A/GRIA4/SV2A/ELAVL4/KIF21A/SYT4/CALB1/CPEB3/GRIK2/P2RX3/TPGS1/EPHA4/TUBB3/RET/SEPTIN4/AMIGO1/TANC2/EPHB1/PALM/ASAP1/ARHGAP32/DLG4/GRM2/ATCAY/DIP2B/WASF1/SHANK1/GNAZ/NCDN/KIF5C/SARM1/MAST1/RTN4RL2/NFASC/BSN/EPHA5/MAGI2/CPEB4/ADCY9/PRKACA/SYT11/GSK3B/GPHN/MARK1/CPT1C/CDK5/INPP5F/GABBR1/CPLX2/RGS12/CKB/PPP1R9B/ROGDI/TRIM3/HDAC6/NECAB2/MARK4/KCNB2/FYN/NDFIP1/SORBS2/DBNL/ATP2B1/MPP2/MAPK8IP1/GRIPAP1/ABI2/MAP1B/MAPK8/HIP1R	96	go_cc
GO:0044297	GO:0044297	cell body	85/776	274/7531	4.5409463950978e-22	3.37543682035603e-20	2.33420577853273e-20	MAPT/SNCG/NEGR1/PDE9A/ENO2/CHRNA4/MAP2/SIRT2/CTNND2/DNER/DPYSL5/GAP43/RUFY3/ALCAM/SYT5/UNC5C/GRIP1/SRCIN1/TUBB4A/CD200/SNCA/PITPNM1/CACNA1E/PRKAR2B/SLC1A2/SLC4A8/L1CAM/NRSN2/GPM6A/GRIA4/SV2A/ELAVL4/SYT4/DPYSL3/CRMP1/NDEL1/GDI1/CALB1/VGF/GRIK2/TRPV2/P2RX3/EPHA4/RET/SEPTIN4/CACNA1B/AMIGO1/CPLX1/TUBB/CXADR/DIP2B/GNAZ/NCDN/KIF5C/MAST1/RTN4RL2/CASP3/EPHA5/RAC3/SYT11/UCHL1/CDK5/INPP5F/GABBR1/CPLX2/CKB/PPP1R9B/ROGDI/PAFAH1B1/HDAC6/KCNB2/TMEM132E/PRPH/FYN/NRXN1/TTBK1/PTPRS/SORBS2/DBNL/ATP2B1/ATP1B2/MAPK8IP1/MAP1B/DCTN1/HIP1R	85	go_cc
GO:0098794	GO:0098794	postsynapse	95/776	339/7531	4.76138811920723e-21	3.03368443023775e-19	2.09787476530484e-19	OPHN1/MAPT/SAMD14/PDE4B/DCLK1/PRNP/KCTD16/ANKS1B/CHRNA4/SYN3/CNTN1/PLEKHA5/CTNND2/PAK3/NRP1/INA/GAP43/SPOCK1/NRCAM/NEFM/GRIP1/SRCIN1/SYN1/SNCA/DLGAP3/PRKAR2B/FLRT3/IQSEC1/GPM6A/GRIA4/ANK2/NEFL/ADCY1/DNAJC6/CALB1/CPEB3/EFNB2/GRIK2/P2RX3/EPHA4/TPPP/APC2/TANC2/CPLX1/PALM/ASAP1/ARHGAP32/CAP2/DLG4/DLGAP1/GRM2/WASF1/SHANK1/LRRC4B/SNAP25/NCDN/STX12/F2R/STXBP1/BSN/STX1A/MAGI2/CPEB4/RTN4/PRKACA/SYT11/GSK3B/GPHN/PLCB1/SRC/CPT1C/EFNB3/CDK5/GABBR1/PAK2/DLGAP4/CPLX2/PPP1R9B/PDPK1/PCDH17/ABHD6/INPP4A/ADD2/FYN/PTPRS/CADM1/DBNL/ATP2B1/MPP2/RAB3A/GRIPAP1/ABI2/MAP1B/SEMA4C/HIP1R	95	go_cc
GO:0070382	GO:0070382	exocytic vesicle	50/776	116/7531	2.87109162191678e-20	1.6006335792186e-18	1.1068813752916e-18	TRIM9/PTPRN2/SYT3/PDE4B/SV2B/SLC17A6/TMEM163/SYN3/DOC2A/SCAMP5/SEPTIN5/SYT13/SYT1/SYT2/SYT5/STX1B/SYN1/SNCA/STXBP5/RAB3C/SLC4A8/IQSEC1/SV2A/SYT4/DPYSL3/NDEL1/BRSK1/AMPH/SEPTIN4/DLG4/SNAP25/STX12/MFF/CBARP/DMXL2/BSN/STX1A/SYP/SYT11/SEPTIN6/UNC13A/GABBR1/ROGDI/PTPRS/ATP2B1/STX7/RAB3A/RAB5B/UNC13B/SEMA4C	50	go_cc
GO:0150034	GO:0150034	distal axon	61/776	167/7531	4.79939577951481e-20	2.37836724184845e-18	1.64470522034835e-18	OPHN1/MAPT/SNCG/ENO2/PRNP/KIF21B/SYNJ1/MAP2/MAP3K12/SIRT2/PCDH9/SLC18A3/GAP43/RUFY3/UNC5C/SNCA/FLRT3/MYO5A/SLC4A8/L1CAM/GPM6A/ELAVL4/NEFL/DPYSL3/CRMP1/NDEL1/CALB1/BRSK1/GRIK2/CCDC120/TRPV2/P2RX3/EPHA4/TUBB3/CPLX1/GDPD5/TBC1D24/ATCAY/CXADR/SNAP25/KIF5C/CBARP/SYP/RAC3/CPEB4/GPRIN1/SEPTIN6/KLC1/UNC13A/ACAP3/CDK5/NEO1/CPLX2/PPP1R9B/AAK1/PAFAH1B1/PTPRS/RAB3A/MAP1B/FSCN1/UNC13B	61	go_cc
GO:0008021	GO:0008021	synaptic vesicle	47/776	111/7531	9.84154426587497e-19	4.38932874258024e-17	3.03533944200144e-17	TRIM9/PTPRN2/PDE4B/SV2B/SLC17A6/TMEM163/SYN3/DOC2A/SCAMP5/SEPTIN5/SYT1/SYT2/SYT5/STX1B/SYN1/SNCA/STXBP5/RAB3C/SLC4A8/IQSEC1/SV2A/SYT4/NDEL1/BRSK1/AMPH/SEPTIN4/DLG4/SNAP25/STX12/MFF/CBARP/DMXL2/BSN/STX1A/SYP/SYT11/SEPTIN6/UNC13A/GABBR1/ROGDI/PTPRS/ATP2B1/STX7/RAB3A/RAB5B/UNC13B/SEMA4C	47	go_cc
